question,answer
What are the 3 ascending pain pathways ?,Lateral spinothalamic Spinoreticulothalamic Anterior spinothalamic tract
What happens if you have a unilateral spinal cord injury and what is the effect ?,"Sensory loss of touch, pressure, vibration and proprioception on the ipsilateral side Diminished sensation of pain on the contralateral side Brown sequard syndrome This is called dissociated sensory loss"
What happens in he Trigeminal system ?,Carries info about pain and temp from face and head Afferents descend ipsilaterally in spinal trigeminal tract to BRAINSTEM Synapse with 2nd order neurons in pars caudalia Decussate onto contralateral side to ascend to thalamus in trigeminothalamic tract Project to cortex via the ventral posteromedial nucleus
What is phantom pain and why do they think it occurs ?,Pain and touch sensations without inputUsually seen in amputees May occur due to reorganisation in the virtual body maps in cortex and thalamus
What happens in endogenous analgesia and pain modulation ?,Sensory inputs of pain without a sensation
What are the examples of endogenous ligands of cannabis ?,Anandamide\n2-arachidonyl-glycerol
"What is the purpose of the cortex, thalamus and limbic system in pain stimuli ?",Cortex- involved in localisation of painThalamus - involved in perception of pain Limbic system- involved in emotional pain
What are the effects of endogenous opioids?,Presynaptic inhibition\n- they decrease transmitter release so reduce pain response
Examples of acute pain …,Skin abrasion \nDeep tissue injury \nSuperficial burn \nLabour \nImportant for protection
Examples of chronic pain…,"Inflammatory pain, neuropathic pain and neuralgias"
What is hyperalgesia ?,When tissue is already damaged or inflamed it is unusually sensitive to pain \nCan be \n- reduced threshold for pain \n- increase intensity of pain stimuli \n- spontaneous pain
What is the gate theory of pain ?,Theory that if there is increased activity in the a-alpha/ beta fibres then there is less stimulation of the c fibres onto the projection neurons to the brain so reduced pain is felt
How is olfaction sensed ?,By chemoreceptors\nSensation form air borne odourants/volatiles
How is taste sensed ?,By chemoreceptors\nSensation from hydrophilic substances dissolving in saliva
What behaviours do taste and smell play a role in ?,Feeding \nParenting \nMating \nAltering\nTerritorial behaviour
What is the dominant sense in humans ?,Vision
What is hypogeusia and ageusia ?,Hypogeusia= reduced ability to taste \nAgeusia = inability to taste
What is hyposmia and anosmia ?,Hyposmia= reduced ability to smell or detect odours \nAnosmia= inability to detect odours
"What are the detection threshold holds for salt, sugar, acids and alkaloids ?",Salt - 10mM Sugar- 20mM Acids- 0.01mMAlkaloids - 0.0001mM
What are the 5 basic tastes ?,Sweet\nBitter \nSour \nSalty \nSavoury - umami
Why is spicy or minty not classified as a taste ?,"Because they are not detected by taste receptors, they are classed as somatosensory responses"
Other than taste what other factors contribute to taste sensation ?,"Visual aspect of food, smell of food and also texture of food"
What are the 3 different papillae ?,"Circumvallate, foliate and fungiform"
Describe circumvallate papillae,Largest- many thousands\nLocated at the posterior of the tongue
Describe foliate papillae,Contain many hundreds of taste buds\nElongated structure along the lateral posterior edge of tongue
Describe fungiform papillae,Smallest contain 1 to 2 taste buds\nWidespread across anterior surface of the tongue
What are taste buds like ?,Garlic clove shaped - 30 micrometers Contain about 50-60 cells Have microvilli to project into taste pore Lifespan of about 2 weeks - replenished by basal cells
How do tastants trigger a transduction cascade ?,Direct pass through ion channels - salty and sour because you have cations which can pass through Bind to and block ion channels Bind to be open ion channels Bind to receptors and activate a 2nd messenger system to modulate ion channels
Why are taste buds not true neurons ?,Because they not have an axon
Why is the highest sensitivity on the tongue for bitter tastes ?,Posterior
Where is there higher sensitivity for sweet taste on the tongue ?,Tip of the tongue
Describe the sensory transduction of taste receptor  cell,"Dissolved molecules bind to sites or ion channel modulation in apical microvilli Trigger membrane depolarisation and increase AP firing Accompanied by increas I’m intracellular calcium which cause nt release Released onto afferent nerves 7,9,10"
"Where do nerves 7, 9 and 10 receive their innervation from ?",7- anterior 2/3 of tongue 9- posterior 1/3 of tongue 10- epiglottis
What is the transduction cascade for salty tastants ?,Salty food increases sodium concentration which passes down concentration gradient through amiloride sensitive sodium channels This depolarises the cell causing calcium influx and therefore nt release
What is the transduction cascade for sour tastants ??,Sourness is a reflection of acidity He increased proton concentration passes through amiloride sensitive sodium channels causing depolarisation and they also block potassium channels helping to contribute to depolarisation
What is the transduction cascade for bitter tastants ?,Bind to specific T2R gpcr Increases PLC Increases IP3 IP3 triggers opening of TRPM5 channels allowing calcium inflict and therefore nt release Also activates sodium channels causing calcium release from intracellular stores
What is the transduction cascade for sweet tastants ?,Bind to T1R gpcr (T1R2 and T1R3 complex) \nActivates PLC \nIncreases IP3 \nCausing sodium influx \nSame as bitterness
What is the transduction cascade for umami tastants ?,Identical to sweet but the receptor complex is T1R1 and T1R3 Instead
What are the 2 families of GPCRs used in detecting taste?,T1R and T2R
Explain the central gustatory pathway ?,"1st order neurons project to gustatory nucleus in the nucleus of the solitarius in the medulla 2nd order neurons project to the ventral posterior medial nucleus of the thalamus 3rd order neurons projects to guststory cortex= insula, operculum and postcentral Gyrus"
What are the functions each of these structures in taste ?\n\ncortex\nhypothalamus\namygdala,Cortex is involved in perception Hypothalamus is involved in appetite and saiety Amygdala is involved in pleasure and avoidance
What are the stimuli for olfaction ?,Airborne molecules \nAlcohols \nEsters \nAromatics \nLong chain fatty acids \nMuses \nPheromones
What percentage of human genome are involved with olfaction ?,3%
What is the difference between threshold values to perceive odors between lipid soluble and water soluble odourants ?,Lipid soluble have low thresholds while water soluble have high thresholds
What are the 3 main cell types involved in olfaction ?,Olfactory receptors - site of transduction Supporting cells - secrete mucus Basal cells - replace receptors
What are the sequence of events in the olfaction cascade ?,Odourants bind to receptors on cilia \nActivate GPCR\nIncreases cAMP \ncAMP opens sodium and calcium channels \nChloride channels opened \nDepolarisation
What is the receptor potential like in cilia ?,It generates slow membrane potential depolarisations
What are the main receptor groups of olfactory receptors ?,Odourants receptors (ORs) \nVomeronasal receptors (V1Rs and V2Rs) \nTrace-amine associate receptors (TAARs) \nFormyl peptide receptors (FPRs) \nGuanyl cycles receptors (GC-R)
How are olfactory receptors distributed in the olfactory epithelium ?,Distributed heterogenously across olfactory compartments Specific groups of receptors are most dense in separate non overlapping zones - within the zone difference receptors of that group are randomly distributed
Describe the specificity of olfactory receptor cells,Cells express only 1 type of receptor\nEach has a particular response profile to odourants
How many endings of first order neurons does the glomerular receive ?,25K
What does the glomerulus do ?,Converges the 25k 1st order neurons onto 100 2nd order neurons
What are the direct targets of the olfactory tract ?,Olfactory cortex Amygdala - motivation/pleasure Entorhinal cortex Olfactory tubercle
What are the indirect targets of the olfactory tract ?,Thalamus - gateway to neocortexNeocortex - perception Hippocampus - learning and memory Hypothalamus - feeding/ fasting
Give examples of neurodegenerative disorders,Alzheimer's \nParkinson's \nHuntington's\nFrontal temporal dementia/picks \nCBGD\nMotor neuron disease \nPSP - progressive supra palsy
What are the main indications of neurodegenerative disorders ?,Loss of neurons in brain and spinal cord Progressive symptoms Irreversible symptoms
What is the most common neurodegenerative disorder ?,Alzheimer’s
Define dementia:,"An acquired, persistent intellectual impairment involving at least 3 of these domains:\n\nlanguage\nvisuospatial skills\nemotion/personality\nmemory\ncognitive/executive function s\n\nIt is a failure of higher brain functions"
Why are the pathological markers of AD?,Cortical extracellular senile plaques and neurofibrillary tangles
What are the pathological markers of PD?,Lewy bodies- intracellular
What are the pathological markers of PSP?,Subcortical neurofibrillary tangles
What are the pathological markers of CBGD?,Cortical and subcortical achromatic inclusion bodies
What are the pathological markers of Huntingtons disease ?,Selective loss or neurons and gliosis
What are the pathological markers of picks disease ?,Selective temporal lobe atrophy and picks bodies
What was PD first described as ?,Shaking palsy in 1817
What does PD cause ?,A kinetic rigid syndrome\n\nloss of movement\nincreased muscle tone
Do patients normally die form PD and what are their life expectancies ?,"No they normally die of a complication of the disease such as bronchopneumonia or bed sores\n10-15 years but some people survive decades - the drug treat,net significantly prolongs life"
What are the main symptoms of Parkinson disease ?,Tremor\nRigidity \nSpeech difficulty \nPostural changes \nAkinesia
What do Parkinson’s patients do to try and help initiate movements ?,Use visual cues such as a time on a clock
What are the pathological effects of Parkinson’s disease ?,Loss of neurons in substantia nigra Lewy bodies - spherical eosinophilic inclusion bodies It is the dopaminergic neurones that are affected Loss of the excitatory and inhibitory nigro-striatal pathways Affects midbrain nuclei
What are the causes of Parkinson’s disease ?,Unknown - idiopathic
What things have caused associated disorders of Parkinson’s disease ?,Drug induced - iatrogenic- dopamine antagonist MPTP induced - contaminated amphetamines which kills off dopamine neurons in substantia nigra causing rapid onset of Parkinson’s diseasePost encephalitic- viral illness that triggers degeneration of nerve cells in substantia nigra
What happens to the pathways in Parkinson’s disease ?,Lose indirect and direct pathways so it reduces thalamic output causing a reduction in motor output
Describe huntingtons disease,Gradual onset \nNormal onset is 30-50 years - younger means it's more sever \nProgressive \nInherited \nDeath within 10-20 years \nMain symptoms are chores and dementia
What are the symptoms that lead to dementia in huntingtons disease ?,"Irritability Moodiness Antisocial behaviour- aggressive, angry and unpleasant"
What are th symptoms that lead to gross chore inform movements of huntingtons disease ?,Fidgeting Restlessness\nGross choreiform movements cause over reaching and grasping things too tightly
Where are neurons lost in huntingtons disease?,Cerebral cortex\nCorpus striatum
Which neurons are the first to be affected in huntingtons disease ?,Medium sized spiny neurons containing GABA and enkephalins
What happens to neurotransmitters in huntingtons disease ?,Decrease in GABA and its enzyme GAD Decrease in ACh and its enzyme choline acetyl transferase Either no change to dopamine or a slight increase
What happens to the pathway in huntingtons disease ?,Lose some of the negative feedback control on dopamine causing increased dopamine output
What are the causes of huntingtons disease?,Autosomal dominant disorder Affects shorts arm of chromosome 4 Locus 4p16.3 codes for protein Huntingtin - gives rise to poly glutamine repeat - CAG More than 36 repeats means you have the disease
Describe progressive supranuclear palsy,Idiopathic \nDeath within 2-12 years \nAffects subcortical grey matter- loss of neurons \n2x more prevalent in men \nCauses aspiration and inanition \nStarts 45-75 years
What are the main symptoms of PSP?,"Progressive dementia causing exaggerated emotional response Motor disorders- opthalmoplegia, pseudobulbar palsy and balance/posture impaired Sometimes causes limb rigidity, bradykinesia and hyperreflexia"
What is opthalmoplegia ?,Loss of eye movements\nFirst the vertical gaze and then horizontal
What balance/postural impairments occur in PSP?,Unexplained falls\nNeck extended and rigid to flexion so it’s difficult to move
What are he pseudobulbar palsy symptoms of PSP?,Facial weakness Dysarthria Dysphagia Exaggerated gag reflex
What are the pathologies of PSP?,"Neurodegeneration Neurofibrillary tangles in midbrain, pons, basal ganglia, dentate nuclei of cerebellum - in all motor control areas Decrease in da in cerebellum and caudate nucleus"
What are neurofibrillary tangles ?,Aggregates of tau protein in micro tubules
Describe cortical basal ganglionic degeneration,Rare Non inherited Onset is Middle age/elderly
What are the symptoms of CBGD??,"Bradykinesia/rigidity \nClumsiness \nSpeech- apraxia, asphasia and dysarthria \nMyoclonus \nPostural instability"
What is dysarthia?,Inability to vocalise
What are the pathologies of CBGD ?,"Atrophy of frontal and parietal cortex\nCell loss and gliosis in cortex, thalamus, red nucleus, lentiform nucleus, substantia nigra and locus coerulus"
What are the different disorders in motor neurons disease ?,Amyotrophic lateral sclerosis - ALS- loss of both upper and lower Primary lateral sclerosis - PLS - loss of upper Progressive muscular atrophy - PMA - loss of lower Pseudobulbar palsy -PBP- loss of lower Preogressive bulbar palsy -PrBP- loss of upper
Describe ALS,Begins 30-60 years old \nDegen of both upper and lower( anterior horn cells) \nMuscle denervation \n90-95% sporadic and 5-10% familial \nFatal in 3-5 years
What are the symptoms on motor neurons disease ?,"Bulbar 20% - chewing, swallowing, breathing and speaking Upper extremities and lower extremities 40% Muscle wasting and weakness Affected muscles are easily tired, stiff and twitch"
What is ALS-PDC?,Occured in chaumoro people of Guam\nThey ate flying foxes which act cycads that contain toxic amino acid beta-methylamino l-Alanine
What is picks disease ?,It’s the most common frontotemporal dementia - 20-25% Onset 56-58 years Duration 8-11 years No known genetic factor but 45% have first degree relatives with the disorder
What are the symptoms of picks disease ?,"Personality changes - inappropriate social behaviours, impulsive, neglect of hygieneEmotional changes- apathy, depression, mania, anger and irritability Speech- no fluency, echolalia, dysarthia, palilaliaFm develop voracious appetites"
What are the pathologies of picks disease ?,Neuronal cell loss causing astrogliosis\nSwollen ballooned neurons - picks cells
What is the cause of picks disease ?,Unknown - decrease in serotonin receptors and serotonin Decrease in somatostatin in brain and CSF
Describe Alzheimer’s disease,"Most common form of dementia \nSporadic - 90% \nFamilial - 10% \nOnset is usually > 60 \nDeath within 5-10 years - due to infection, inanition or haemorrhagic stroke"
What are the pathologies of ad ?,Atrophy of cortex- gyri shrink and sulci eidden and lose grey matter Plaques and neurofibrillary tangles - start in enorhinal cortex-hippocampus-parahippocampus-cingulate gyrus- cortex
What are the plaques in ad ?,Proteinacious structure \nMade up of amyloid beta protein \nSurround by dystrophic neurites- neuronal processes that show kinking and strange structure around plaques \nExtracellular \nReactive gliosis around them
What are neurofibrillary tangles in ad ?,Flame like\nIntracellular inclusions of hyperphosphorylated tau protein
What neurons are lost in ad ?,Cholinergic neurons\nLose nAChR and ChAT
What are the earliest symptoms of ad ?,"Short term memory loss \nDisorientation- time then place\nVisuospatial orientation \nApraxia \nAphasia, anomia acalculia"
What are the later symptoms of ad ?,Loss of social skills Psychosis and paranoia/hallucinations/delusions Bradykinesia/rigidity
What are the latest symptoms of ad ?,Mutism Bedridden Incontinence
How is ad assessed ?,Mini mental state examination
What is mild cognitive impairment ?,Can precede ad Complaint of memory loss Have intact activities of daily living
What is mild ad ?,Forgetfulness \nShort term memory loss \nImpaired daily actives \nLoss of hobbies and interests \nRepetitive questions
What is moderate ad ?,Progression do cognitive deficits Dysexecutive syndrome Further impaired daily activities Emergence of behavioural and psychological symptoms
What is severe ad ?,"Agitation Altered sleep pattern Assistance required for feeding, dressing and bathing Established behavioural and psychological  symptoms"
What is very severe ad ?,Bed bound No speech Incontinent Basic psychomotor skills lost
What are the causes of ad ?,Genetic -trisomy 21- beta amyloid protein resides on this - familial - ApoE4Amyloid- forms plaques Nd it’s thought the build up of these causes death of neurons Trauma- risk with head injury or with hypoxia/anoxic episodes
What pathway forms amyloid beta proteins ?,The beta pathway not the alpha
What is the amyloid hypothesis ?,States that amyloid beta protein is overproduced in ad and will give rise to aggregates of the protein binding to itself and forming plaques which give rise to the excitotoxcity that causes the symptoms of ad
How do the extraocular muscles of the eye have such fine control ?,Because the neurons innervating them only innervate about 3 muscle fibres
What does the lens do ?,Refracts light onto the retina Good at this for images further away because light rays that strike the cornea are parallel For closer images it requires greater refractive power
What does the pupil do ?,Allows light to enter the eye
What is the macula ?,It is the central point of visual field
What is the fovea ?,It’s the centre/thinner region of the retina\nContains highest concentration of cone photoreceptors to see colour - this is why colour visual field is smaller
What is the optic disk ?,Origin of the blood vessels and where the optic nerves exit - blind spot
What is presbyopia ?,Hardening of the lens with age
What happens when light hits the cornea and refracts ?,Hits the curved surface of cornea and is refracted to hit the back of the eye- light which enters the centre of the eye passes straight through to the retina
What is the term to describe the lens changing shape to focus light rays ?,Accommodation.
How does the lens increase its refractive power ?,By increasing its curvature by contracting the ciliary muscles The contraction of these muscles relaxes the tension on the zonule fibres which makes the les. Rounder
What is hyperopia ?,Farsightedness Eyeball is too short from front to back causing it to focus light rays behind the retinaTreated with a convex lens to bring objects into focus
What is myopia ?,Nearsightedness Eyeball is too long from front to back causing light rays to converge before the retinaTo fix it a concaved lens is used
How is light converted into neural activity ?,Light is focused and then passes through vitreous humour to the retinaLight passes through all the retinal cells to reach the photoreceptors Retina is in front of the pigmente tied epithelium which is black and contains melanin which absorbs any  light not absorbed by the retina
What are the cells in the retina involved in the pre processing of info before sending it through the optic nerve?,Bipolar cells Horizontal cells Amacrine cells Ganglion cells
What is the difference between the bipolar and horizontal retinal cells ?,Bipolar cells create a direct pathway between photoreceptors and ganglion cells Horizontal cells feed info laterally in outer plexiform layer to influence neighbouring cells
What are the different types of photoreceptors ?,Rods - no colour- for low light levels used at night time\nCones- colour vision- for daytime
Where does absorption of light occur in photoreceptors and why ?,Occurs in outer segment\nBecause this is where there are stacks of membranous disks containing light sensitive photopigments - opsin
What do rods and cones look like ?,Rods are long and cylindrical containing many disks\nCones are short and tapering with few membranous disks- why they are no good in night vision
Explain what happens in the signal transduction in photoreceptors ?,Dark- photoreceptors depolarised and release NT - causes activation of cGMP system which opens sodium channels causing depolarisation Light- photoreceptors hyperpolarise
What does scotoptic mean,Nighttime lighting so only rods involved
What does mescopic mean ?,Twilight lighting - both rods and cones involved
What does photopic mean ?,Daytime lighting. - only cones involved
What is the pigment in rods called and what are the 3 types in cones ?,Rods contain rhodopsin \nCones contain 3 types of opsin \n- blue cones- activation at 430nm \n- green cones- activation at 530nm \n- re d cones- activation at 560nm
How are we able to see so many different colours ?,Due to the relative contributions of each of the 3 different types of cones
When do we perceive white light ?,When each of the 3 cone types is contributing equally
Why is colour blindness more common in men than women ?,Because the genes for red and green pigments are carried on the X chromosome
What is trichromatic vision ?,Normal colour vision containing all 3 pigments
What is anomalous trichromatic vision ?,Alternate perception of colour
What is dichromatic vision ?,Colour blindness
What is the receptive field ?,Area of retina that alters the bipolar cell membrane potential in response to light
What is the receptive field centre and receptive field surround ?,Centre makes direct contact to the bipolar cells\nSurround makes indirect contact with bipolar cells via horizontal cells
What does the RF centre and RF surround make direct contact to ?,Centre- bipolar cells\nSurround- horizontal cells which therefore have an indirect connection to bipolar cells
What happens with on-centre bipolar cells when there is light in the centre ?,"Light in the centre hyperpolarises the central photoreceptors, reducing the release of glutamate Less glutamate acts on the mGluR6 channels on the on centre bipolar cell mGluR6 activation causes closure of sodium channels so the less glum ate means less sodium channel,are closed so on centre bipolar cells is depolarised This causes it to release glutamate onto AMPA kainate and NMDA causing depolarisation of the on centre ganglion cells"
What are the 3 types of ganglion cells ?,"Magnocellular ganglion cells - M type -large cell bodies and large dendritic field, non colour selective and transient response Parvocellular ganglion cells-P type - small cell bodies, small dendritic field , colour selective and sustained response K ganglion cells - nonM and non P type - small cell bodies medium sized dendritic field and colour selective"
What is the distribution of ganglion cells ?,P type - 90% M type - 5% K type-5%
What do on centre ganglion cells and off centre ganglion cells do in the light and dark,On centre - depolarise in light and hyperpolarise in dark\nOff centre- depolarise in dark and hyperpolarise on light
What happens to off centre bipolar cells when their is light in the centre ?,Photoreceptors is hyperpolarises reducing release of glutamate Less glutamate released onto AMPA kainate and NMDA receptors on bipolar cell so it causes hyperpolarisation of bipolar cellThis causes less release of glutamate from bipolar cell onto ganglion cell so it is also hyperpolarises
What happens to on centre bipolar cells when the centre is in the dark ?,Photoreceptors are depolarised in the dark so release lots of glutamate Glutamate binds to mGluR6 on bipolar cells and this causes closure of sodium channels causing hyperpolarisation of bipolar cellsLess glutamate is therefore released from bipolar cells onto ganglion cells so the ganglion cells are also hyperpolarises
What happens to off centre bipolar cells and ganglion cells when the centre is dark ?,Photoreceptor is depolarised so more glutamate is released More glutamate to act on glutamatertergic receptors on bipolar cell causes bipolar cell to depolarise This causes it to release flu ate onto ganglion cell and cause it to depolarise
How many inputs from photoreceptors do bipolar cells receive ?,About 10-20
What is the visual system specialised to detect ?,"Local spatial variations , not actual light levels"
What do horizontal cells do ?,Provide inputs from the photoreceptor receptive field surround
What are the colour opponencies you can have ?,Red-green and yellow-blue
What is colour perception based on ?,Relative activity of ganglion cells
Which side of the brain is the left visual field processed on?,Right side and vice versa
What is the human visual pathway ?,Retina-lateral geniculate nucleus- primary visual cortex\nGanglion cells progress dorsally in optic nerve to the optic chiasm and then become optic tract
"What is the full visual field, left/right hemifields and binocular visual field ?",FVF- area viewed by both eyes L/R VF- division of the FVF into 2BVF- area of overlap between the L/R VF
At the optic chiasm which fibres cross ?,Fibres from the nasal retina
What are perceptual disparities perceived as by the brain ?,Depth
What is the retinofugal projection ?,Main target is the lateral geniculate nucleus Also targets hypothalamus for circadian rhythms Pretectum and superior colliculus for ability to looks at something suddenly when it appears in your periphery
What does the lateral geniculate nucleus look like ?,Retinal inputs produce 6 segregated layers 1-2 are inputs from M type ganglion cells - 2 strips due to inputs from both eyes 3-6 are inputs from P type ganglion cellsThe more lightly stained areas between the darker stained strips are the koniocellular layers which K type ganglion cells project into
What does it mean by retinotopic projections ?,Neighbouring locations on the retina project to neighbouring locations in the LGN and this is preserved all the way to layer 4c of striate cortex
What is the cytoarchitecture of the visual cortex like ?,"6 layers Layer 4 is split into a, b and c and receives inputs from LGN Layer c is split into alpha and beta Alpha receives magnocellular inputs and beta receives parvocellular inputs"
What are the cells like in the visual cortex ?,"Spiny stellate cells with small dendritic fields in layer 4c Pyramidal cells with large dendritic fields in layers 4b, 3, 5 and 6"
"Where do layers 2,3 and 4b project?",These pyramidal cells project to other cortical areas
Where does layer 5 project to ?,Pyramidal cells project to pons and superior colliculus
Where does layer 6 project to ?,Pyramidal cells have very large projects back to the LGN
Why is the primary visual cortex also called the striate cortex ?,"Because of its striped appearance Using a myelin stain you can see a stripe in laYer 3 of the cortex due to horizontal pyramidal cell connections, this is not present anywhere else on grey matter"
What layers do the K type ganglion cells terminate in the visual cortex from the LGN ?,Patchy patterns in layers 2 and 3 of the cortex They come in as blobs between these 2 layers Blobs provide specific info about colour
Which layer of the primary visual cortex does info from both eyes from magnocellular pathways combine ?,Layer 4b
Which layer of the primary visual cortex does the information from both eyes combine from parvocellular inputs ?,Layers 2 and 3
What is ocular dominance ?,"Across layer 4 of the visual cortex every 0.5mm the response from neurons switches from each eye, allowing over a 1mm distance to have information from both eyes Then the info is combined at the next level for binocular processing"
What does ocular dominance create?,Creates ocular dominant columnar organisation in layer 4 of the primary visual cortex
What information from the retina is processed at the right LGN and what is processed at the left LGN ?,Right- right temporal retina and left nasal retina\nLeft- right nasal and left temporal
Why are layers 2 and 3 of V1 very important ?,"Key role in visual processing, providing most of the info that leaves V1 for other cortical areas"
What did staining with cytochrome oxidase in the cortex do ?,Showed that it wasn’t uniformly distributed in layers 2 and 3 Appeared in a colonnade - series of pillars at regular intervals and this was also seen in layers 5 and 6
What were the pillars rich in cytochrome oxidase in the visual cortex ?,Called blobs - cytochrome oxidise rich neurons They are centred on an ocular dominance stripe in layer 4 and between them is the region called inter blobs They receive direct inputs from the LGN  from koniocellular layer cells and inputs from par ocular and mag ocular cells from layer 4c in cortex
What do the receptive fields of blobs display ?,Colour opponency
What organisation do neurons display when an electrode is advanced into V1 vertically ?,Same orientation specificity
What organisation do neurons display in the cortex when an electrode is advanced obliquely ?,Display heterogenous orientation specificity
Describe the parallel magnocellular pathway to the cortex,Info from both eyes combines in layer 4b making it binocular They are orientation selective and many are direction sensitive but not wavelets sensitive (not detecting colour) They have a transient response with large dendritic field and due to highest number of direction sensitive RF they analyse object motion
Describe the parallel parvocellular pathway in the cortex,Info from both eyes is integrated in layers 2 and 3 for binocular vision Interblob layer 3 cells have a simple and complex RF Relatively insensitive to wavelength but highly orientation selective Sustained response with small recognise fields for analysis of object shape
Describe the parallel pathway for blobs in the cortex,"Blobs cells have monocular rf and lack orientation selectivity Most have circular rf- some are centre-surround colour opponent, some are colour opponent in centre only and some are colour opponent in centre and surround so double copponent They analyse object colour"
What do the cells in the visual cortex have to respond to ?,Location of stimulus Orientation of stimulus Orientation and direction of movement of stimulus Wavelets/ colour of stimulus
What is ten basic cortical module ?,For image processing \nEach point in space is analysed by dedicated cortical module which is made up of cells of 2mm cubed - contain all the cells necessary to deco strict the info from the stimulus
What does intensity of sound refer to ?,Amplitude of the wave It is the difference in pressure between compressed and rarefied patches of air in a sound wave It determines loudness
What is sound ?,Audible variations in the air pressure
What does the frequency of sound refer to ?,Number of waves per second Expressed as Hz It determines pitch
What does the middle ear do ?,It converts the wave in air to a wave in fluid
What are the ossicles of the Middle ear ?,"They are within air filled cavities They provide amplification of the sound - they amplify the signal from the tympanic membrane to cause the fluid in the cochlear to move - malleus, incus and stapes"
What is the attenuation reflex ?,"It dampens the sound when it is very loud The stapedius and tensor tympani muscles contract to reduce the movements of the ossicles so the fluid ,movement doesn’t damage the hair cells in the cochlear"
What is conductive hearing loss ?,Scar tissue due to an infection or otosclerosis( proliferation of bone) causes decreased movement of ossicles
What is a major part of the outer ear ?,Pinna\nMade up of elastic cartilage which funnels the sound wave down the auditory canal so it hits the tympanic membrane
What is the inner ear like ?,"It is a snail shaped fluid filled cavity sitting in the skull 3 channels- scala vestibuli, media and tympani Contains the basilar membrane which is floppy and moves up and down due to fluid flow"
How does the basilar membrane move ?,Pressure changes cause the oval window to move Moves the perilymph in the scala vestibuli This moves the reissners membrane which moves the endolymph This causes the basilar membrane to move creating a travelling wave
How are different frequency sounds heard ?,Different frequency sounds cause movement of the basilar membrane at a specific part This determines which hair cells move
What is the organ of corti ?,It is on top of the basilar membrane and contains hair cells and auditory receptor neurons The hair cells extend and implant into the rigid tectorial membrane
What does the round windows do ?,Allows the cochlear to bulge out a little to reduce the pressure
What is the helicotrema ?,It connects the scala vestibuli and tympani and allows fluid to flow from one side to the other causing the membrane to move
Where are high frequency sounds heard on the basilar membrane ?,They are able to vibrate the stiff base but they don’t travel far
Where are low frequency sounds heard on the basilar membrane ?,There energy doesn’t dissipate so they can travel further but they don’t have enough energy to vibrate the stiff base
What is the purpose of the tonotopoc organisation of the basilar membrane?,It’s called frequency coding Enables the brain to know which part of the basilar membrane has moved and therefore which hair cells have moved enabling it to determine the frequency of the sound Works to about 200Hz
What happens is the main purpose of the auditory receptors (hair cells) ?,They are the point where mechanical energy is changed into membrane potential
What are the types of hair cells ?,Inner and outer hair cells 3x more outer hair cells but it is the inner hair cells which pass on most of the information about movement of the membrane
What structures are linked to the basilar membrane to form a structural unit ?,Basilar membrane Reticular laminarRods of corti Hair cells
What happens when the basilar membrane moves downwards ?,Reticular laminar also moves downwards and away from the modiolus This causes the stereocillia to bend in
What happens when the basilar membrane moves upward ?,Reticular laminar moves upwards and in towards the modiolus\nThis causes stereocillia to bend out
What makes the hair cells rigid ?,The actin in the filaments
What are the concentration of ions in the endolymph ?,Potassium ions - 150mM\nSodium ions - 1mM
What is the concentration of ions in the perilymph ?,Potassium ions - 7mM Sodium ions - 140mM This bathes the hair cells
"How much more positive is the endolymph,oh compared to the perilymph ?",80mV Endocochlear potential This bathes the base of the hair cells
What happens when potassium channels on hair cells open ?,Potassium ions flow into the hair cells due to the high concentration of potassium ions in the endolymph
What are the potassium channels like in the stereocillia ?,They are mechanically gated channels Elastic filaments link the lids of channels on different hair cells together - lids are only slightly open when the basilar membrane is still so there is only bey slight movement of potassium ions
What is the kinacillium ?,It is the largest stereocillia
What happens when the stereocillia move towards the kinacillium ?,Tips move away from each other and this causes the elastic filaments linking the lids to stretch and pull the lids open so more potassium ions can flow into the cells
What happens when the stereocillia move away from the kinacillium ?,The elastic filaments connecting the lids contract and the lids close completely
How many spiral ganglion cells does a single inner hair cells synapse onto ?,About 20\nThese cells control neurotransmitter release
What is the purpose of the outer hair cells ?,They amplify the movement of the basilar membrane Contain motor proteins which can lengthen by contracting and this will further exaggerate the movement of the basilar membrane Causing greater bending of the stereocillia so more chance of depolarisation and higher rate of AP firing
What happens in sensorineural hearing loss ?,It is hearing loss which occurs when cells dies meaning that signal transduction can no longer occur Can be caused by congenital or environmental damage
What is the treatment for sensorineural hearing loss ?,Cochlear implant\nDirectly stimulates specific points on he basilar membrane to activate specific neurons in cranial nerve 8
How are frequencies below 200Hz encoded ?,By phase locking
Where is tonotopy seen for sound frequencies greater than 200Hz ?,Basilar membrane-spiral ganglion- cochlear nucleus
What is phase locking ?,It is the timing of neuronal firing It complement the tonotopic map It occurs with sound waves up to 4kHz because above this the sound wave cycles too fast for the action potentials of a single neuron to match the timings
When does neuronal firing= frequency ?,At low frequencies when the cell fires everytime the sound wave is in a particular phase
When does group firing rate= frequency ?,Where one cell does not Fire everytime but as part of a group so it is a combined effort - coverage
What is the ascending auditory pathway ?,Spiral ganglion \nVentral cochlear nucleus \nSuperior olive \nInferior colliculus \nMedial geniculate nucleus of thalamus \nAuditory cortex
Where does decussation occur in the ascending auditory pathway ?,2nd order neuron from the ventral cochlear nucleus decussates to the contralateral superior olive
